ORGANIZATION,NODE_NAME,LATITUDE,LONGITUDE,CITY,STATE,COUNTRY,SOURCE,ASOF_DATE
Simtronic Technologies Pty Ltd,Simtronic DC Jamisontown,-33.5995137342,150.739987345,Richmond,New South Wales,AU,PeeringDB,2024-05-23
EASYLINK CORP,EASYLINK CORP (H.K) LIMITED,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
"Equinix, Inc.",Equinix SP2 - São Paulo,-23.558679587,-46.6250199804,São Paulo,São Paulo,BR,PeeringDB,2024-05-23
AVUR,AVUR DC Bergen (ADC),60.3910024202,5.32452225609,Bergen,Hordaland,NO,PeeringDB,2024-05-23
Teletalk,IDC Teletalk,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
Amune Networks,Amune Networks CPD !,37.6004297069,-0.98002832173,Cartagena,Región de Murcia,ES,PeeringDB,2024-05-23
Teraco Data Environments Pty Ltd,"Teraco DB1 Durban, South Africa",-29.8650130017,30.9800105374,Durban,KwaZulu-Natal,ZA,PeeringDB,2024-05-23
"INOC, LLC",INOC Albany (80 State St),42.6700169058,-73.8199491798,Albany,New York,US,PeeringDB,2024-05-23
VegaSystems GmbH & Co. KG,VegaSystems Datacenter Paderborn,52.0299882193,8.53001135116,Bielefeld,Nordrhein-Westfalen,DE,PeeringDB,2024-05-23
Performive,Colo@34 (Downtown),33.830013854,-84.3999493833,Atlanta,Georgia,US,PeeringDB,2024-05-23
Lumen Technologies Inc,Level(3) Memphis,34.9689107453,-90.0034574806,Southaven,Mississippi,US,PeeringDB,2024-05-23
Fiberhub,Fiberhub LAS1,36.2099977814,-115.220006146,Las Vegas,Nevada,US,PeeringDB,2024-05-23
DATASIX Rechenzentrumsbetriebs GmbH,DATASIX Vienna (VIE1),48.2000152782,16.3666389554,Vienna,Wien,AT,PeeringDB,2024-05-23
ANS Group Limited,ANS - MAN4,53.5004152619,-2.24798710266,Manchester,Manchester,GB,PeeringDB,2024-05-23
Bunker One Management,Bunker One,-26.17004474,28.0300097236,Johannesburg,Gauteng,ZA,PeeringDB,2024-05-23
Bahnhof,Bahnhof Thule,59.3507599543,18.0973347328,Stockholm,Stockholm,SE,PeeringDB,2024-05-23
Taiwan Star Telecom Corporation Limited.,VIBO,25.0358333333,121.568333333,Taipei,Taipei City,TW,PeeringDB,2024-05-23
Hivelocity INC,Hivelocity,27.9469879344,-82.4586208514,Tampa,Florida,US,PeeringDB,2024-05-23
Six Degrees,Six Degrees Studley South,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
Six Degrees,Six Degrees Studley North,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
Data Facilities,Data Facilities Spijkenisse,51.919969095,4.47997432315,Rotterdam,Zuid-Holland,NL,PeeringDB,2024-05-23
IPTP Networks,"IPTP, Matrix 4, Amsterdam, The Netherlands",52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,PeeringDB,2024-05-23
Colt Technology Services Group,COLT in Asia Tokyo Data Center 1 (TDC1),NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
5G Networks,Melbourne DC,-37.8200313123,144.975016235,Melbourne,Victoria,AU,PeeringDB,2024-05-23
"Equinix, Inc.","Equinix AM3 - Amsterdam, Science Park",52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,PeeringDB,2024-05-23
firstcolo GmbH,firstcolo - FRA4,50.0999768261,8.67501542017,Frankfurt,Hessen,DE,PeeringDB,2024-05-23
TIVIT,TIVIT Sao Paulo,-23.558679587,-46.6250199804,São Paulo,São Paulo,BR,PeeringDB,2024-05-23
corporate-projects@cases.internode.com.au,Internode DC,-34.9349877739,138.600004841,Adelaide,South Australia,AU,PeeringDB,2024-05-23
"Neutral Path Communications, LLC",NP Rochester,44.0220532421,-92.4696893735,Rochester,Minnesota,US,PeeringDB,2024-05-23
"DataCenter.BZ, LLC",DataCenter.BZ - Worthington-Columbus,39.9799743846,-82.9900096046,Columbus,Ohio,US,PeeringDB,2024-05-23
"Equinix, Inc.",Equinix FR3 - No longer operational,50.0999768261,8.67501542017,Frankfurt,Hessen,DE,PeeringDB,2024-05-23
"Cologix, Inc.",Cologix VAN1,49.2734165841,-123.121644218,Vancouver,British Columbia,CA,PeeringDB,2024-05-23
ServerChoice Ltd,ServerChoice  SC-2,51.8803591096,-0.42001082498,Luton,Luton,GB,PeeringDB,2024-05-23
First Properties,Duluth Missabe,46.7833317251,-92.1063782163,Duluth,Minnesota,US,PeeringDB,2024-05-23
XMission,XMission - Salt Lake City - Utah,40.7750162954,-111.930051922,Salt Lake City,Utah,US,PeeringDB,2024-05-23
KPN N.V,KPN DSSD2,51.2203735546,6.77998897159,Düsseldorf,Nordrhein-Westfalen,DE,PeeringDB,2024-05-23
CoreSite,CoreSite - Atlanta (AT1),33.830013854,-84.3999493833,Atlanta,Georgia,US,PeeringDB,2024-05-23
IXcellerate Ltd.,IXcellerate,55.7521641226,37.6155228259,Moscow,Moskva,RU,PeeringDB,2024-05-23
NEXTDC,NEXTDC M1,-37.8200313123,144.975016235,Melbourne,Victoria,AU,PeeringDB,2024-05-23
NEXTDC,NEXTDC B1,-27.4550309054,153.035092732,Brisbane,Queensland,AU,PeeringDB,2024-05-23
NorthC Datacenters,NorthC Delft,51.919969095,4.47997432315,Rotterdam,Zuid-Holland,NL,PeeringDB,2024-05-23
Vogel Soluções em Telecom e Informática S/A,SouthTech Telecom - SPO-01,-23.558679587,-46.6250199804,São Paulo,São Paulo,BR,PeeringDB,2024-05-23
EvoSwitch,EvoSwitch WDC1,38.8204327586,-77.0999815284,Alexandria,Virginia,US,PeeringDB,2024-05-23
Alticom Facility Management,Alticom - IJsselstein,52.1003456819,5.12003861351,Utrecht,Utrecht,NL,PeeringDB,2024-05-23
GlobalConnect Group,IP-Only Espoo,60.175563374,24.9341263415,Helsinki,Southern Finland,FI,PeeringDB,2024-05-23
2degrees,2degrees Auckland - Albany,-36.7912684569,174.77583875,North Shore,Auckland,NZ,PeeringDB,2024-05-23
"Equinix, Inc.",Equinix BG1 - Bogota,4.59642356253,-74.0833439552,Bogota,Bogota,CO,PeeringDB,2024-05-23
"Equinix, Inc.",Equinix DX1 - Dubai,24.976239033,55.0107401111,Jabal Ali,Dubay,AE,PeeringDB,2024-05-23
"Equinix, Inc.",Equinix DX2 - Dubai,24.976239033,55.0107401111,Jabal Ali,Dubay,AE,PeeringDB,2024-05-23
datamena,datamena DXA - Dubai,24.976239033,55.0107401111,Jabal Ali,Dubay,AE,PeeringDB,2024-05-23
GlobalConnect Group,GlobalConnect Nydalen,59.9166902864,10.749979206,Oslo,Oslo,NO,PeeringDB,2024-05-23
NEP Connect BV,Infostrada/NEP Datacenter,52.1003456819,5.12003861351,Utrecht,Utrecht,NL,PeeringDB,2024-05-23
Datahive,Datahive,51.0829917593,-114.079998212,Calgary,Alberta,CA,PeeringDB,2024-05-23
Digital Realty,Digital Realty Zagreb (ZAG1),45.8000067333,15.9999946682,Zagreb,Grad Zagreb,HR,PeeringDB,2024-05-23
Etix Everywhere,ETIX Lille #2,50.6499690949,3.08000809593,Lille,Nord-Pas-de-Calais,FR,PeeringDB,2024-05-23
HKnet - NTT,HKNET,22.304980895,114.185009317,Hong Kong,,HK,PeeringDB,2024-05-23
Neos Networks,Neos Networks Hampshire,50.9000313508,-1.39997684875,Southampton,Southampton,GB,PeeringDB,2024-05-23
NorthC Deutschland GmbH,NorthC München,48.129942036,11.5749934475,Munich,Bayern,DE,PeeringDB,2024-05-23
Cirion,Cirion Rio de Janeiro - RIO1,-22.9250231742,-43.2250207942,Rio de Janeiro,Rio de Janeiro,BR,PeeringDB,2024-05-23
Digital Realty,Digital Realty IAD (44521 Hastings),38.8204327586,-77.0999815284,Alexandria,Virginia,US,PeeringDB,2024-05-23
Digital Realty,Digital Realty IAD (44461 Chilum),38.8204327586,-77.0999815284,Alexandria,Virginia,US,PeeringDB,2024-05-23
Digital Realty,Digital Realty DFW (1232 Alma),32.8200238231,-96.8400169289,Dallas,Texas,US,PeeringDB,2024-05-23
Digital Realty,Digital Realty CHI (2200 Busse Rd.),42.0483494253,-87.699954673,Evanston,Illinois,US,PeeringDB,2024-05-23
Rackspace,Rackspace London Slough (LON3),51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,PeeringDB,2024-05-23
"Rackspace, US Inc.",Rackspace Dallas Grapevine (DFW1),32.6847607615,-97.0202384865,Arlington,Texas,US,PeeringDB,2024-05-23
Rackspace,Rackspace Dallas Richardson (DFW3),NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
GlobalConnect Group,GlobalConnect Malmö,55.5833372183,13.0333023668,Malmö,Skåne,SE,PeeringDB,2024-05-23
TDC A/S,"Krossverksgatan 13a, Malmö",55.5833372183,13.0333023668,Malmö,Skåne,SE,PeeringDB,2024-05-23
Novocom Limited,Novocom,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
DELTA Fiber Nederland BV,DELTA ZDC Goes,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
STACK infrastructure Switzerland S.A.,STACK infrastructure GEN01A,46.2100075471,6.14002803409,Geneva,Genève,CH,PeeringDB,2024-05-23
Quantic Telecom SAS,PoP Faraday (Rouen),49.4304052929,1.07997513694,Rouen,Haute-Normandie,FR,PeeringDB,2024-05-23
Scaleway Datacenter,Scaleway Datacenter - DC3,48.8666929312,2.33333532574,Paris,Île-de-France,FR,PeeringDB,2024-05-23
"Equinix, Inc.","Equinix MA3 - Manchester, Joule House",53.5004152619,-2.24798710266,Manchester,Manchester,GB,PeeringDB,2024-05-23
iWeb Technologies Inc,iWeb Montreal,45.4999992056,-73.5832969581,Montréal,Québec,CA,PeeringDB,2024-05-23
CaroNet,Carolina Internet / CaroNet XB,35.2049945262,-80.8300380877,Charlotte,North Carolina,US,PeeringDB,2024-05-23
Westelcom Networks,Westelcom Networks Syracuse,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
Westelcom Networks,Westelcom Networks Watertown,43.9751568797,-75.9110618507,Watertown,New York,US,PeeringDB,2024-05-23
Westelcom Networks,Westelcom Networks Plattsburgh,44.6949837434,-73.4579816098,Plattsburg,New York,US,PeeringDB,2024-05-23
Cloud2Nube,Cloud2Nube,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
Soul / TPG / Pipe,Soul DataCentre,-37.8200313123,144.975016235,Melbourne,Victoria,AU,PeeringDB,2024-05-23
Fusion Connect,Fusion - Cleveland,41.4699867951,-81.6949982114,Cleveland,Ohio,US,PeeringDB,2024-05-23
"DataCenter.BZ, LLC",Datacenter.BZ,39.9799743846,-82.9900096046,Columbus,Ohio,US,PeeringDB,2024-05-23
"DataBank, Ltd.",DataBank New York (LGA1),40.749979064,-73.9800169288,New York,New York,US,PeeringDB,2024-05-23
Crown Castle Inc.,Crown Castle Pittsburgh (Allegheny Center Mall),40.4299985952,-79.999985394,Pittsburgh,Pennsylvania,US,PeeringDB,2024-05-23
Windstream Communications,Windstream - State College,40.7937231639,-77.8602452003,State College,Pennsylvania,US,PeeringDB,2024-05-23
Trabia,Trabia,47.0050236197,28.8577111397,Chișinău,Chisinau,MD,PeeringDB,2024-05-23
EVRY Datacenter Gjøvik,EVRY AS Gjøvik,60.8000213818,10.700008096,Gjøvik,Oppland,NO,PeeringDB,2024-05-23
Macom Telecomunicaciones,Maxcom,19.4424424428,-99.1309882017,Mexico City,Distrito Federal,MX,PeeringDB,2024-05-23
Eindhoven Fiber eXchange B.V.,EFX,51.429973164,5.50001542016,Eindhoven,Noord-Brabant,NL,PeeringDB,2024-05-23
Netelligent,Netelligent-1,45.4999992056,-73.5832969581,Montréal,Québec,CA,PeeringDB,2024-05-23
Nessus GmbH,Nessus NDC1,48.2000152782,16.3666389554,Vienna,Wien,AT,PeeringDB,2024-05-23
"IPI Partners, LLC",1500 Champa,39.7391880484,-104.984015952,Denver,Colorado,US,PeeringDB,2024-05-23
DnsHosting,DnsHosting Torino PdF,45.0703871857,7.66996048853,Turin,Piemonte,IT,PeeringDB,2024-05-23
ColtEngine,ColtEngine Torino PdF,45.0703871857,7.66996048853,Turin,Piemonte,IT,PeeringDB,2024-05-23
Data Center,1ASIA-Singapore,1.29303346649,103.855820678,Singapore,,SG,PeeringDB,2024-05-23
G4 Communications Corp.,ColoCenter.com - Manchester NH,42.9959918407,-71.4552873145,Manchester,New Hampshire,US,PeeringDB,2024-05-23
Xtreme Networks Limited,Xtreme Networks - Wellington DC,-41.2999878537,174.783265859,Wellington,Manawatu-Wanganui,NZ,PeeringDB,2024-05-23
Implex,Implex Minneapolis,44.9799792674,-93.2517863381,Minneapolis,Minnesota,US,PeeringDB,2024-05-23
"Equinix, Inc.",Equinix HE1 - No longer operational,60.175563374,24.9341263415,Helsinki,Southern Finland,FI,PeeringDB,2024-05-23
"Equinix, Inc.",Equinix HE2 - No longer operational,60.175563374,24.9341263415,Helsinki,Southern Finland,FI,PeeringDB,2024-05-23
"Equinix, Inc.","Equinix HE3 - Helsinki, Suvilahti",60.175563374,24.9341263415,Helsinki,Southern Finland,FI,PeeringDB,2024-05-23
"Equinix, Inc.","Equinix HE4 - Helsinki, Hansa",60.175563374,24.9341263415,Helsinki,Southern Finland,FI,PeeringDB,2024-05-23
"Equinix, Inc.","Equinix HE5 - Helsinki, Viikinmäki",60.175563374,24.9341263415,Helsinki,Southern Finland,FI,PeeringDB,2024-05-23
IPR International,IPR Wilmington CCC,39.7462677196,-75.5468980323,Wilmington,Delaware,US,PeeringDB,2024-05-23
ColoCenter b.v.,ColoCenter Zoetermeer,51.919969095,4.47997432315,Rotterdam,Zuid-Holland,NL,PeeringDB,2024-05-23
University of Calgary,University of Calgary,51.0829917593,-114.079998212,Calgary,Alberta,CA,PeeringDB,2024-05-23
University of Alberta,University of Alberta,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
CyrusOne Inc.,CyrusOne Cincinnati 7th St,39.0840084015,-84.5085990822,Covington,Kentucky,US,PeeringDB,2024-05-23
CyrusOne Inc.,CyrusOne Lebanon,39.161884785,-84.4569226499,Cincinnati,Ohio,US,PeeringDB,2024-05-23
CyrusOne Inc.,CyrusOne Florence,39.0840084015,-84.5085990822,Covington,Kentucky,US,PeeringDB,2024-05-23
CyrusOne Inc.,CyrusOne Mason,39.161884785,-84.4569226499,Cincinnati,Ohio,US,PeeringDB,2024-05-23
CyrusOne Inc.,CyrusOne Hamilton,39.161884785,-84.4569226499,Cincinnati,Ohio,US,PeeringDB,2024-05-23
"DataBank, Ltd.",Databank Houston Galleria (HOU5),29.8199743846,-95.3399792905,Houston,Texas,US,PeeringDB,2024-05-23
"DataBank, Ltd.",Databank Houston West,29.8199743846,-95.3399792905,Houston,Texas,US,PeeringDB,2024-05-23
CyrusOne Inc.,CyrusOne Dallas (Lewisville),32.8200238231,-96.8400169289,Dallas,Texas,US,PeeringDB,2024-05-23
CyrusOne Inc.,CyrusOne Dallas (Carrollton),32.8200238231,-96.8400169289,Dallas,Texas,US,PeeringDB,2024-05-23
CyrusOne Inc.,CyrusOne Austin (Met 2),30.2669496857,-97.7427783628,Austin,Texas,US,PeeringDB,2024-05-23
CyrusOne Inc.,CyrusOne San Antonio,29.4873331899,-98.5073053404,San Antonio,Texas,US,PeeringDB,2024-05-23
CyrusOne Inc.,CyrusOne Chicago (Lombard),41.8299906607,-87.7500549741,Chicago,Illinois,US,PeeringDB,2024-05-23
CyrusOne Inc.,CyrusOne Phoenix,33.4239146108,-111.736084434,Mesa,Arizona,US,PeeringDB,2024-05-23
HGC Global Communications Limited,HGC - Sino Favour Centre,22.304980895,114.185009317,Hong Kong,,HK,PeeringDB,2024-05-23
Etisalat,SmartHub Fujairah,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
RJ Kelly,200 Quannapowitt Pkwy,42.3299601431,-71.0700136736,Boston,Massachusetts,US,PeeringDB,2024-05-23
YarTranzitTelecom CJS,YarTT,57.6199829296,39.8700105375,Yaroslavl,Yaroslavl'',RU,PeeringDB,2024-05-23
S-NET Sp. z o.o.,S-NET KRAKOW DATA CENTER KRDC-2,50.0599792675,19.9600113512,Kraków,Lesser Poland,PL,PeeringDB,2024-05-23
S-NET Sp. z o.o.,S-NET KRAKOW DATA CENTER KRDC-1,50.0599792675,19.9600113512,Kraków,Lesser Poland,PL,PeeringDB,2024-05-23
GlobalConnect Group,GlobalConnect Glostrup,55.6785641904,12.5634857473,København,Hovedstaden,DK,PeeringDB,2024-05-23
SIS Hosting,SISDC1-SYD,-33.9200109672,151.185179809,Sydney,New South Wales,AU,PeeringDB,2024-05-23
Adam Internet Pty. Ltd.,Adam Data Centre,-34.9349877739,138.600004841,Adelaide,South Australia,AU,PeeringDB,2024-05-23
Telecom Egypt,Ramses Exchange,30.0499603465,31.2499682197,Cairo,Al Qahirah,EG,PeeringDB,2024-05-23
Ascenix Pte Ltd,Ascenix Pte Ltd,1.29303346649,103.855820678,Singapore,,SG,PeeringDB,2024-05-23
Centre de Calcul de l''Institut National de Physique NuclÃ©aire et de Physique des Particules,CC IN2P3,45.7700085643,4.83003047549,Lyon,Rhône-Alpes,FR,PeeringDB,2024-05-23
Artfiles New Media GmbH,Artfiles w408,53.5500246369,9.99999914413,Hamburg,Hamburg,DE,PeeringDB,2024-05-23
"BAIS, INC",Bay Area Internet,37.2999829295,-121.849989056,San Jose,California,US,PeeringDB,2024-05-23
Bridge Data Centres,CX2 / MY01 Cyberjaya Malaysia,2.91401979462,101.70194698,Putrajaya,Selangor,MY,PeeringDB,2024-05-23
"Equinix, Inc.","Equinix ZH5 - Zurich, South",47.3799878124,8.55001013046,Zürich,Zürich,CH,PeeringDB,2024-05-23
BrainServe SA,Brainserve,46.5304272655,6.65002274438,Lausanne,Vaud,CH,PeeringDB,2024-05-23
60 Hudson Owner LLC,60 Hudson,40.749979064,-73.9800169288,New York,New York,US,PeeringDB,2024-05-23
EZ Network Systems,EZ Network Systems,37.9581339712,-121.289739016,Stockton,California,US,PeeringDB,2024-05-23
Fastnet SpA,Fastnet Ancona,43.6003735546,13.4999405504,Ancona,Marche,IT,PeeringDB,2024-05-23
Enterprise Data Corporation (EDC),Enterprise Data Corporation (EDC1 - Sydney),-33.5995137342,150.739987345,Richmond,New South Wales,AU,PeeringDB,2024-05-23
Spark New Zealand Trading Limited,Mayoral Drive Exchange (MDR),-36.8480548949,174.763026987,Auckland,Auckland,NZ,PeeringDB,2024-05-23
3S S.A.,3S Data Center Katowice,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
IPCore Datacenter SL,IPCore Datacenter Madrid,40.4000262645,-3.683351686,Madrid,Comunidad de Madrid,ES,PeeringDB,2024-05-23
Energie AG Oberösterreich Services und Digital Solutions GmbH,Energie AG Data PowerTower Provider Room,48.3192328075,14.2887812893,Linz,Oberösterreich,AT,PeeringDB,2024-05-23
Energie AG Oberösterreich Services und Digital Solutions GmbH,Energie AG Data PowerCube,48.3192328075,14.2887812893,Linz,Oberösterreich,AT,PeeringDB,2024-05-23
Digital Realty,Digital Realty Paris PAR7,48.8666929312,2.33333532574,Paris,Île-de-France,FR,PeeringDB,2024-05-23
Mytelehaus,CJ1 CYBERJAYA,2.91401979462,101.70194698,Putrajaya,Selangor,MY,PeeringDB,2024-05-23
"Cologix, Inc.",Cologix MTL2,45.4999992056,-73.5832969581,Montréal,Québec,CA,PeeringDB,2024-05-23
"Cologix, Inc.",Cologix MTL6,45.4999992056,-73.5832969581,Montréal,Québec,CA,PeeringDB,2024-05-23
"Cologix, Inc.",Cologix MTL5,45.4999992056,-73.5832969581,Montréal,Québec,CA,PeeringDB,2024-05-23
DataCell,DataCell Reykjavik 1,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
DataCell,DataCell Keflavik 1,64.016646748,-22.5665918391,Keflavík,Suðurnes,IS,PeeringDB,2024-05-23
Volta,Volta,51.4999947297,-0.11672184386,London,Westminster,GB,PeeringDB,2024-05-23
Next Generation Data,NGD Newport,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
Unix-Solutions BV,Unix-Solutions DC Zaventem,50.8333170767,4.3333166083,Brussels,Brussels,BE,PeeringDB,2024-05-23
Cirion,Cirion Buenos Aires - BUE1,-34.6025016085,-58.3975313737,Buenos Aires,Ciudad de Buenos Aires,AR,PeeringDB,2024-05-23
The Exchange Group,Global Server Center,49.8829874869,-97.1659918638,Winnipeg,Manitoba,CA,PeeringDB,2024-05-23
Webfoco Telecomunicacoes,IDC Webfoco,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
Cirion,Cirion Curitiba - CUR1,-25.4200130017,-49.3199976009,Curitiba,Paraná,BR,PeeringDB,2024-05-23
Cirion,Cirion Porto Alegre,-30.0500146293,-51.2000120459,Porto Alegre,Rio Grande do Sul,BR,PeeringDB,2024-05-23
GlobalConnect Group,GlobalConnect Sätra,59.3507599543,18.0973347328,Stockholm,Stockholm,SE,PeeringDB,2024-05-23
GlobalConnect Group,GlobalConnect Hammarby,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
"Highwinds Network Group, Inc",Highwinds Winter Park,28.509976826,-81.3800303566,Orlando,Florida,US,PeeringDB,2024-05-23
"University of Malawi, College of Medicine","University of Malawi, College of Medicine",-15.7900064913,34.989946654,Blantyre,Blantyre,MW,PeeringDB,2024-05-23
Positivo SRL,Positivo Salerno,40.6803967479,14.7699405504,Salerno,Campania,IT,PeeringDB,2024-05-23
"Equinix, Inc.",Equinix SP1 - São Paulo,-23.558679587,-46.6250199804,São Paulo,São Paulo,BR,PeeringDB,2024-05-23
"Equinix, Inc.",Equinix RJ1 - Rio de Janeiro,-22.9250231742,-43.2250207942,Rio de Janeiro,Rio de Janeiro,BR,PeeringDB,2024-05-23
AAPT (TNZA),AAPT Richmond (Melbourne),-37.8200313123,144.975016235,Melbourne,Victoria,AU,PeeringDB,2024-05-23
"DataBank, Ltd.",DataBank Las Vegas (LAS1),36.2099977814,-115.220006146,Las Vegas,Nevada,US,PeeringDB,2024-05-23
Scaleway Datacenter,Scaleway Datacenter - DC4,48.8666929312,2.33333532574,Paris,Île-de-France,FR,PeeringDB,2024-05-23
"GTS Novera, a.s.",GTS Nagano Prague,50.0833370149,14.4659797757,Prague,Prague,CZ,PeeringDB,2024-05-23
Lumen Technologies Inc,Level(3) Newark,40.7004213654,-74.1700053321,Newark,New Jersey,US,PeeringDB,2024-05-23
GleSYS AB,GleSYS Stockholm,59.3507599543,18.0973347328,Stockholm,Stockholm,SE,PeeringDB,2024-05-23
"Equinix, Inc.",Equinix SY3 - Sydney,-33.9200109672,151.185179809,Sydney,New South Wales,AU,PeeringDB,2024-05-23
Digital Edge DC,Digital Edge TYO3 (ComSpace 2) - Tokyo,35.6850169058,139.751407429,Tokyo,Tokyo,JP,PeeringDB,2024-05-23
Zain Omantel International (ZOI),Omantel,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
CoreSite,CoreSite - Santa Clara (SV4),37.2999829295,-121.849989056,San Jose,California,US,PeeringDB,2024-05-23
Amatis Networks,Amatis Newbury,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,PeeringDB,2024-05-23
TATA Communications Ltd,TATA Communications Delhi,28.6000230092,77.1999800201,New Delhi,Delhi,IN,PeeringDB,2024-05-23
National Post and Telecom Agency,Gothenburg/B,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
National Post and Telecom Agency,Stockholm/B,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
National Post and Telecom Agency,Sundsvall/B,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
National Post and Telecom Agency,Stockholm/C,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
Luleå Kommun,Luleå Kommunhus,65.5966347723,22.1583783294,Luleå,Norrbotten,SE,PeeringDB,2024-05-23
Telconet S.A,Telconet Cloudcenter Guayaquil,-2.22003375357,-79.9200419532,Guayaquil,Guayas,EC,PeeringDB,2024-05-23
Telconet S.A,Telconet Cloudcenter Quito,-0.21498818065,-78.5000511085,Quito,Pichincha,EC,PeeringDB,2024-05-23
Voxility,Voxility IRD Bucharest,44.4333718049,26.099946654,Bucharest,Bucharest,RO,PeeringDB,2024-05-23
Lumen Technologies Inc,Level(3) Bellevue,41.2400008332,-96.0099900734,Omaha,Nebraska,US,PeeringDB,2024-05-23
Zain Omantel International (ZOI),Blue City,23.6802457875,58.1825361723,As Sib,Muscat,OM,PeeringDB,2024-05-23
Laboratorio Nacional de Computacao Cientifica,LNCC,-22.5094929822,-43.1999835628,Petrópolis,Rio de Janeiro,BR,PeeringDB,2024-05-23
EXA Infrastructure,EXA Edge DC Halifax Landingstation,44.6500252473,-63.6000045183,Halifax,Nova Scotia,CA,PeeringDB,2024-05-23
ARTERIA Networks Corporation (Vectant),ComSpace III,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
Lumen Technologies Inc,Level(3) Hayward,37.7689207144,-122.221103355,Oakland,California,US,PeeringDB,2024-05-23
3U TELECOM GmbH,3U Rechenzentrum Berlin,52.5218186636,13.4015486233,Berlin,Berlin,DE,PeeringDB,2024-05-23
SEACOM Limited,SEACOM Mombasa CLS,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
DCStar NV,DCstar Datacenter Gent DCG,51.029997578,3.70002193057,Gent,East Flanders,BE,PeeringDB,2024-05-23
BSE Software GmbH,data11,47.2120020986,7.53699660776,Solothurn,Solothurn,CH,PeeringDB,2024-05-23
E-Solutions,E-Solutions Data Fortress,43.4499951366,-80.5000065528,Kitchener,Ontario,CA,PeeringDB,2024-05-23
VTLWaveNet,VTLWaveNet Bern,46.9166827587,7.46697546248,Bern,Bern,CH,PeeringDB,2024-05-23
VTLWaveNet,VTLWaveNet Olten,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
VTLWaveNet,VTLWaveNet Zürich,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
Vocus Group,Vocus Melbourne MEL05,-37.8200313123,144.975016235,Melbourne,Victoria,AU,PeeringDB,2024-05-23
NEXTDC,NEXTDC S1,-33.9200109672,151.185179809,Sydney,New South Wales,AU,PeeringDB,2024-05-23
Vocus Group,Vocus Melbourne MEL03,-37.8200313123,144.975016235,Melbourne,Victoria,AU,PeeringDB,2024-05-23
"Parsec Data Management, Inc",Parsec,45.7883020214,-108.540000449,Billings,Montana,US,PeeringDB,2024-05-23
Datacenter Groningen B.V.,Datacenter Groningen,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
Rekencentrum Rijksuniversiteit Groningen,Rekenhal,53.2204065136,6.58000117862,Groningen,Groningen,NL,PeeringDB,2024-05-23
Oklahoma State Regents for Higher Education,OneNet OSU Tulsa,36.1200032746,-95.9300207944,Tulsa,Oklahoma,US,PeeringDB,2024-05-23
Arkansas Research and Education Optical Network (AREON),ARE-ON Hope,33.442104715,-94.0374748146,Texarkana,Arkansas,US,PeeringDB,2024-05-23
Arkansas Research and Education Optical Network (AREON),ARE-ON Forrest City,34.9689107453,-90.0034574806,Southaven,Mississippi,US,PeeringDB,2024-05-23
CoreSite,CoreSite - Secaucus (NY2),40.749979064,-73.9800169288,New York,New York,US,PeeringDB,2024-05-23
Orange Polska Spolka Akcyjna,Orange Polska / Warsaw św. Barbary 10,52.2500006298,20.9999995511,Warsaw,Masovian,PL,PeeringDB,2024-05-23
Rax.bg Ltd.,RAX,42.6833494253,23.3166540107,Sofia,Grad Sofiya,BG,PeeringDB,2024-05-23
LWLcom GmbH,LWLcom Bremen BRE01,53.080001647,8.80002070988,Bremen,Bremen,DE,PeeringDB,2024-05-23
